ID,IMSI,IMEI,Citizenship No.,First Name,Last Name,Gender,DOB,Age,Maritial status,Phone no ,Type,Zone,Development Region,District,Latitude,Longitude,E-mail,Subscription date,Start date,End date,SMS,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Total_calls,Total_charge
567,'429015172829495,'979146848829576,705670939,Jennifer,Cooper,Female,10/27/1985,32,1,9845380573,PREPAID,Lumbini,Western,Gulmi,28.0889 N,83.2934 E,Jennifer.Cooper@yahoo.com,11/5/2009,20160101,20160112,0,91,30.96,98,14.42,86,7.41,275,52.79
568,'429011956382437,'221830600371865,290874145,Joan,Duncan,Female,2/29/1959,58,1,9848900702,PREPAID,seti,Far-Western,Doti ,29.2006 N,80.8987 E,Joan.Duncan@hotmail.com,12/29/2013,20160101,20160128,0,146,34.58,117,19.27,105,6.86,368,60.71
569,'429017904187255,'858857587956177,219621032,Anne,Schmidt,Female,12/15/1977,40,1,9847012048,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Anne.Schmidt@gmail.com,4/29/2011,20160101,20160124,7,76,31.25,95,19.52,124,6.48,295,57.25
570,'429012998334311,'796704881532864,691428702,Teresa,Morales,Female,10/11/1983,34,1,9845335997,PREPAID,Bagmati,Central,Kavrepalanchok,27.5259 N,85.5612 E,Teresa.Morales@gmail.com,3/11/2008,20160101,20160114,8,88,35,86,17.79,84,13.05,258,65.84
571,'429013515313007,'345827230348749,469625141,Brian,Gray,Male,6/14/1987,30,0,9848074212,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Brian.Gray@yahoo.com,7/12/2008,20160101,20160114,9,70,26.78,79,11.11,98,8.7,247,46.59
572,'429015624677924,'891537806977527,772670481,Martin,Morales,Male,12/8/1988,29,1,9848872818,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Martin.Morales@yahoo.com,8/22/2005,20160101,20160119,8,99,29.16,103,13.6,102,9.56,304,52.32
573,'429018395320491,'721401841044358,568002632,Stephanie,Chapman,Female,4/30/1944,73,1,9851566670,POSTPAID,Gandaki,Western,Gorkha,28.4764 N,84.6897 E,Stephanie.Chapman@yahoo.com,6/21/2004,20160101,20160111,0,151,35.07,89,12.63,91,7.52,331,55.22
574,'429012493604360,'576106635651212,678144756,Phyllis,Murphy,Female,4/29/1939,78,1,9842071443,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Phyllis.Murphy@yahoo.com,9/10/2006,20160101,20160127,0,112,22.08,83,14.73,130,11.12,325,47.93
575,'429015738815687,'458728257573079,196720181,Lillian,Alexander,Female,10/23/1986,31,1,9851442788,POSTPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Lillian.Alexander@gmail.com,8/10/2003,20160101,20160129,0,146,34.58,117,19.27,105,6.86,368,60.71
576,'429014230943533,'638818389278252,501292321,Catherine,Pierce,Female,4/2/1983,34,1,9849089320,PREPAID,Bagmati,Central,Dhading,27.9711 N,84.8985 E,Catherine.Pierce@gmail.com,11/18/2003,20160101,20160121,0,94,24.02,108,14.28,84,5.11,286,43.41
577,'429013772259721,'802129206890801,781936829,Stephanie,Gray,Female,11/22/1990,27,0,9844015907,PREPAID,Gandaki,Western,Lamjung,28.2765 N,84.3542 E,Stephanie.Gray@yahoo.com,10/17/2014,20160101,20160124,0,74,17.48,125,23.94,113,10.26,312,51.68
578,'429019151448248,'784850214043801,802842013,Angela,Gibson,Female,3/7/1977,40,1,9848644502,PREPAID,Bagmati,Central,Sindhupalchok,27.9512 N,85.6846 E,Angela.Gibson@gmail.com,11/10/2000,20160101,20160122,0,61,35.92,119,8.98,63,7.92,243,52.82
579,'429014945664905,'478490771692935,669607125,Bonnie,Moore,Female,7/14/1959,58,1,9849312247,PREPAID,Lumbini,Western,Nawalparasi,27.6498 N,83.8897 E,Bonnie.Moore@hotmail.com,1/21/2012,20160101,20160114,0,113,28.34,122,12.61,121,8.41,356,49.36
580,'429019619053780,'213024058004427,807013326,Nancy,Kelley,Female,9/21/1980,37,1,9851833053,POSTPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Nancy.Kelley@gmail.com,5/10/2004,20160101,20160112,6,67,38.27,127,16.93,102,7.9,296,63.1
581,'429013319154530,'664208996355869,342407807,Donald,Chavez,Male,8/15/1979,38,1,9846581025,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Donald.Chavez@gmail.com,2/12/2000,20160101,20160121,0,95,9.78,131,22.57,128,10.99,354,43.34
582,'429018174265943,'569508447413719,689170702,Samuel,Andrews,Male,8/4/1946,71,1,9851436522,POSTPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Samuel.Andrews@gmail.com,9/15/2011,20160101,20160119,10,79,49.86,90,16.02,91,12.01,260,77.89
583,'429013599276047,'463474843017994,135031571,Chris,Rice,Male,5/9/1981,36,1,9851431332,POSTPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Chris.Rice@yahoo.com,9/6/2010,20160101,20160110,0,105,26.84,101,13.18,84,8.53,290,48.55
584,'429019755815474,'604921448763197,237552406,Ruth,Grant,Female,3/16/1992,25,1,9848032108,PREPAID,Janakpur,Central,Dholkha,27.7784 N,86.1752 E,Ruth.Grant@gmail.com,5/13/2013,20160101,20160124,10,97,43.81,95,13.78,86,12.91,278,70.5
585,'429013894824494,'180046036465604,239083668,Donald,Hayes,Male,10/26/1987,30,1,9843116529,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Donald.Hayes@gmail.com,1/8/2007,20160101,20160122,0,101,29.38,97,17.41,90,10.84,288,57.63
586,'429012622775968,'390745455435378,804280068,Thomas,Boyd,Male,6/20/1969,48,1,9846519609,PREPAID,Lumbini,Western,Gulmi,28.0889 N,83.2934 E,Thomas.Boyd@hotmail.com,5/9/2004,20160101,20160112,10,101,34.85,60,12.92,59,7.14,220,54.91
587,'429017320014387,'478550222451376,176169255,William,Cunningham,Male,2/26/1962,55,1,9851626144,POSTPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,William.Cunningham@yahoo.com,1/28/2008,20160101,20160122,0,83,27.15,121,13.21,114,11.51,318,51.87
588,'429015554807070,'102541108374435,424216868,Lawrence,Fox,Male,4/13/1991,26,0,9848422282,PREPAID,Gandaki,Western,Tanahun,27.9447 N,84.2279 E,Lawrence.Fox@yahoo.com,3/23/2013,20160101,20160126,0,106,45.32,168,22.51,119,9.32,393,77.15
589,'429017502155975,'899431949124164,487517796,Maria,Richards,Female,1/15/1978,39,1,9847976695,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Maria.Richards@yahoo.com,2/18/2016,20160101,20160118,4,110,26.42,104,16.02,118,11.47,332,53.91
590,'429019640255991,'901112898102032,243211186,Paul,Cooper,Male,5/30/1984,33,1,9841771436,PREPAID,koshi,Eastern,Dhankuta,26.9835 N,87.3215 E,Paul.Cooper@gmail.com,8/28/2012,20160101,20160122,0,95,25.48,110,21.77,92,9.57,297,56.82
591,'429013017630104,'814157710834134,913302511,Carlos,Tucker,Male,11/20/1947,70,1,9851980092,POSTPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Carlos.Tucker@gmail.com,9/25/2008,20160101,20160120,0,91,35.34,109,14.62,143,8.63,343,58.59
592,'429011380341130,'414728529784692,528631007,Philip,Butler,Male,8/30/1975,42,1,9851507311,POSTPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Philip.Butler@gmail.com,1/14/2015,20160101,20160110,0,93,29.5,76,16.5,112,9.36,281,55.36
593,'429019118082589,'500364120923032,849053735,Jimmy,Kennedy,Male,8/9/1972,45,1,9848022043,PREPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Jimmy.Kennedy@gmail.com,8/30/2001,20160101,20160121,0,107,34.83,102,11.49,106,9.37,315,55.69
594,'429016949316862,'588807613783939,217223684,Tammy,Wilson,Female,4/20/1980,37,1,9851494307,POSTPAID,Gandaki,Western,Lamjung,28.2765 N,84.3542 E,Tammy.Wilson@yahoo.com,5/21/2013,20160101,20160118,8,133,5.78,61,23.68,120,5.83,314,35.29
595,'429012828070228,'260500425997338,374258324,Frances,Kennedy,Female,4/11/1986,31,1,9851418387,POSTPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Frances.Kennedy@gmail.com,9/11/2012,20160101,20160117,0,100,16.69,88,26.11,120,8.21,308,51.01
596,'429019420690686,'123521523278909,496147392,Evelyn,Gonzalez,Female,1/8/1983,34,1,9849320842,PREPAID,Narayani,Central,Chitwan,27.5291 N,84.3542 E,Evelyn.Gonzalez@gmail.com,8/2/2016,20160101,20160122,0,70,33.2,108,18.42,119,11.7,297,63.32
597,'429018651405675,'688096941705094,987293528,Marie,Wright,Female,11/8/1959,58,1,9849109779,PREPAID,Lumbini,Western,Arghakhanchi,27.9829 N,83.0361 E,Marie.Wright@hotmail.com,10/20/2001,20160101,20160125,0,88,27.59,118,18.16,81,8.64,287,54.39
598,'429011978050634,'991322506014466,909919296,Sarah,Powell,Female,2/19/1984,33,1,9846707965,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Sarah.Powell@gmail.com,8/26/2013,20160101,20160126,0,100,35.77,97,19.17,120,7.59,317,62.53
599,'429017097538698,'112639437736875,378387794,Amy,Frazier,Female,7/12/1985,32,1,9851561767,POSTPAID,Narayani,Central,Chitwan,27.5291 N,84.3542 E,Amy.Frazier@gmail.com,5/14/2016,20160101,20160112,0,53,43.71,127,26.54,82,8.24,262,78.49
600,'429016282596722,'576404983196455,639034568,Johnny,Harvey,Male,3/24/1999,18,0,9851144166,POSTPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Johnny.Harvey@yahoo.com,9/15/2016,20160101,20160127,0,92,14.82,110,14.39,80,7.5,282,36.71
601,'429016352243765,'427450771887215,163285241,Beverly,Hawkins,Female,10/4/1959,58,1,9851843418,POSTPAID,Lumbini,Western,Rupandehi ,27.6264 N,83.3789 E,Beverly.Hawkins@hotmail.com,8/29/2014,20160101,20160126,8,52,34.24,104,19.5,106,11.36,262,65.1
602,'429013732240812,'308848597343596,335873456,Kathryn,Foster,Female,7/10/1970,47,1,9849042156,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Kathryn.Foster@yahoo.com,12/5/2009,20160101,20160113,0,107,32.74,74,16.62,139,4.94,320,54.3
603,'429018008870202,'992221730625889,980703391,Stephen,Jenkins,Male,10/29/1994,23,0,9848582024,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Stephen.Jenkins@yahoo.com,12/26/2010,20160101,20160113,6,91,28.44,68,19.55,118,8.63,277,56.62
604,'429019294353452,'483506365824774,510243392,Lois,Cox,Female,1/2/1993,24,0,9848340983,PREPAID,Lumbini,Western,Kapilvastu ,27.6542 N,82.9932 E,Lois.Cox@hotmail.com,4/20/2015,20160101,20160114,0,87,19.86,93,15.21,150,8.21,330,43.28
605,'429011421855447,'551542162262638,574659710,Jonathan,Duncan,Male,1/10/1989,28,0,9845629637,PREPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Jonathan.Duncan@gmail.com,9/30/2005,20160101,20160120,8,104,42.94,125,14.37,106,7.69,335,65
606,'429012372240862,'204221478661055,177294644,Walter,Kelly,Male,6/16/1967,50,1,9842525227,PREPAID,Bagmati,Central,Nuwakot,27.8866 N,85.1479 E,Walter.Kelly@gmail.com,11/9/2010,20160101,20160110,0,151,35.07,89,12.63,91,7.52,331,55.22
607,'429012901563537,'731494459394761,585462476,Ann,Hunter,Female,6/17/2001,16,0,9851904615,POSTPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Ann.Hunter@yahoo.com,9/13/2016,20160101,20160120,0,107,24.96,84,26.35,130,8.04,321,59.35
608,'429013619743765,'921802747965438,183287954,Mildred,Moore,Female,12/7/1974,43,1,9851812277,POSTPAID,Lumbini,Western,Kapilvastu ,27.6542 N,82.9932 E,Mildred.Moore@hotmail.com,6/16/2007,20160101,20160125,0,106,26.35,101,14.9,125,7,332,48.25
609,'429015817817067,'377953363950465,105451070,Steven,Kim,Male,6/27/1962,55,1,9842010446,PREPAID,Janakpur,Central,Dhanusa,26.8350 N,86.0122 E,Steven.Kim@gmail.com,9/18/2015,20160101,20160124,0,64,22.24,116,19.01,108,10.25,288,51.5
610,'429011295597871,'894140033484799,398011951,Eric,White,Male,4/10/1973,44,1,9846214948,PREPAID,Gandaki,Western,Manang,28.6419 N,84.1857 E,Eric.White@yahoo.com,11/26/2004,20160101,20160114,0,67,55.51,113,14.99,102,8.18,282,78.68
611,'429014567534152,'602997219133632,839571209,Johnny,Thomas,Male,9/15/1994,23,0,9846763691,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Johnny.Thomas@gmail.com,3/28/2015,20160101,20160122,0,98,21.57,62,15.3,128,6.34,288,43.21
612,'429013111427086,'790626056027200,311633417,Kenneth,Davis,Male,6/21/1961,56,1,9847265264,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Kenneth.Davis@yahoo.com,5/18/2016,20160101,20160123,0,131,20.04,115,13.98,86,9.76,332,43.78
613,'429019757675627,'738728859354331,205694436,Marie,Jenkins,Female,2/26/1984,33,1,9849111311,PREPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Marie.Jenkins@gmail.com,6/19/2005,20160101,20160111,0,123,28.15,95,11.57,90,7.91,308,47.63
614,'429016151354638,'403108565878170,957987885,Carolyn,Bishop,Female,5/21/1992,25,0,9843004730,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Carolyn.Bishop@yahoo.com,8/2/2007,20160101,20160119,0,134,30.38,102,15.18,82,5.71,318,51.27
615,'429016087127097,'428698840644185,396388529,Russell,Murray,Male,1/4/1982,35,1,9849760727,PREPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Russell.Murray@gmail.com,9/7/2006,20160101,20160119,7,107,23.58,113,21.84,74,10.57,294,55.99
616,'429015081935243,'906052240368805,316354661,Nicholas,Stewart,Male,5/14/1983,34,1,9842331115,PREPAID,Janakpur,Central,Ramechhap,27.3554 N,86.1345 E,Nicholas.Stewart@gmail.com,4/7/2013,20160101,20160124,7,51,18.87,84,18.68,89,9.09,224,46.64
617,'429019230838585,'836405909408561,259999990,Howard,Mendoza,Male,9/22/1964,53,1,9844273849,PREPAID,Lumbini,Western,Nawalparasi,27.6498 N,83.8897 E,Howard.Mendoza@hotmail.com,1/14/2000,20160101,20160125,0,67,43.76,91,22.19,107,9.2,265,75.15
618,'429017771853157,'887571865649511,232595146,Deborah,Harris,Female,6/20/1986,31,1,9851497503,POSTPAID,koshi,Eastern,Dhankuta,26.9835 N,87.3215 E,Deborah.Harris@gmail.com,6/26/2009,20160101,20160114,0,79,34.31,128,25.92,133,10.15,340,70.38
619,'429015792634326,'484970129139363,729629757,Howard,George,Male,2/28/1978,39,1,9842977047,PREPAID,Narayani,Central,Chitwan,27.5291 N,84.3542 E,Howard.George@gmail.com,7/19/2006,20160101,20160127,0,36,31.59,134,23.5,104,8.64,274,63.73
620,'429019280487864,'846748190529306,811265352,Fred,Moreno,Male,5/14/1953,64,1,9843378008,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Fred.Moreno@gmail.com,7/18/2016,20160101,20160115,10,97,29.29,108,14.79,119,8.47,324,52.55
621,'429012525243747,'301845135420161,711081679,Margaret,Price,Female,7/23/1993,24,1,9843755897,PREPAID,Bagmati,Central,Dhading,27.9711 N,84.8985 E,Margaret.Price@gmail.com,7/1/2008,20160101,20160114,0,75,26.18,97,14.09,83,12.15,255,52.42
622,'429017057497775,'367260149362551,516828084,Anne,Shaw,Female,3/9/1980,37,1,9845863519,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Anne.Shaw@yahoo.com,11/20/2011,20160101,20160124,0,71,30.45,81,16.2,91,5.75,243,52.4
623,'429015494969182,'206118993717881,845510623,John,Stevens,Male,4/8/1970,47,1,9851873619,POSTPAID,Gandaki,Western,Gorkha,28.4764 N,84.6897 E,John.Stevens@yahoo.com,2/2/2004,20160101,20160114,4,99,21.27,62,21.15,79,9.51,240,51.93
624,'429014872008334,'756694784356538,420930814,Kimberly,Fisher,Female,5/21/1990,27,0,9846576348,PREPAID,Bagmati,Central,Kavrepalanchok,27.5259 N,85.5612 E,Kimberly.Fisher@gmail.com,2/27/2013,20160101,20160121,0,88,34.12,116,22.46,102,7.77,306,64.35
625,'429017670355460,'673694523450292,530653293,Tammy,Robinson,Female,5/10/1996,21,0,9851164404,POSTPAID,Gandaki,Western,Syangja,28.0197 N,83.8049 E,Tammy.Robinson@yahoo.com,9/14/2013,20160101,20160121,0,123,32.35,96,25.61,134,9.66,353,67.62
626,'429014858069012,'437013508476415,435386419,Evelyn,Wilson,Female,2/11/1938,79,1,9843816608,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Evelyn.Wilson@yahoo.com,5/12/2007,20160101,20160110,8,117,31.14,76,10.78,71,11.85,264,53.77
627,'429012537055538,'271209773267993,276520375,Elizabeth,Perkins,Female,4/9/1962,55,1,9847464620,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Elizabeth.Perkins@yahoo.com,1/28/2002,20160101,20160121,0,110,33.49,102,18.94,91,10.14,303,62.57
628,'429015378750111,'280459199119859,118009689,Sharon,Hicks,Female,1/26/1988,29,1,9846025005,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Sharon.Hicks@gmail.com,6/23/2003,20160101,20160124,0,104,19.45,101,6.66,78,10.47,283,36.58
629,'429014457274916,'128749414121000,100726062,Roger,Palmer,Male,10/22/1958,59,1,9842411424,PREPAID,Karnali,Mid-Western,Kalikot ,29.2089 N,81.7349 E,Roger.Palmer@hotmail.com,8/16/2000,20160101,20160117,0,88,38.47,107,18.96,92,11.5,287,68.93
630,'429014228823510,'809482360120755,377534547,Paula,Roberts,Female,7/23/1970,47,1,9841417910,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Paula.Roberts@yahoo.com,6/2/2014,20160101,20160127,0,99,33.25,120,22.76,76,7.42,295,63.43
631,'429014981226615,'605541871349243,576562320,Carol,Cruz,Female,2/19/2000,17,0,9847463526,PREPAID,Narayani,Central,Chitwan,27.5291 N,84.3542 E,Carol.Cruz@gmail.com,2/8/2016,20160101,20160122,0,116,31.94,117,13.4,86,10.23,319,55.57
632,'429011460312337,'639423669578401,177875410,Kathy,Peterson,Female,9/14/1989,28,0,9848845631,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Kathy.Peterson@gmail.com,8/21/2006,20160101,20160113,0,94,31.93,86,21.13,124,9.4,304,62.46
633,'429017925291416,'551372243414587,745000943,Bobby,Watson,Male,8/5/1993,24,0,9842025004,PREPAID,Lumbini,Western,Nawalparasi,27.6498 N,83.8897 E,Bobby.Watson@hotmail.com,12/22/2014,20160101,20160125,0,120,28.1,106,16.87,102,9.38,328,54.35
634,'429013048875595,'922518627724756,228464171,Albert,Morales,Male,3/26/1945,72,1,9846028037,PREPAID,Narayani,Central,Rautahat,27.0487 N,85.3136 E,Albert.Morales@gmail.com,7/1/2002,20160101,20160110,0,100,28.05,83,26.96,86,5.36,269,60.37
635,'429012961410451,'988088683854661,305161942,Ralph,Gilbert,Male,5/9/1985,32,0,9842331315,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Ralph.Gilbert@gmail.com,10/3/2002,20160101,20160122,0,129,41.96,121,15.96,109,6.95,359,64.87
636,'429013844810871,'206933949860178,786092237,Fred,Chavez,Male,9/10/1975,42,1,9847212574,PREPAID,Lumbini,Western,Arghakhanchi,27.9829 N,83.0361 E,Fred.Chavez@hotmail.com,7/29/2011,20160101,20160117,0,118,33.52,70,21.24,104,13.45,292,68.21
637,'429019637688850,'910886997797968,897914485,Roger,Snyder,Male,9/12/1996,21,0,9845758802,PREPAID,Narayani,Central,Chitwan,27.5291 N,84.3542 E,Roger.Snyder@gmail.com,10/3/2012,20160101,20160121,9,86,27.15,76,16.79,105,5.47,267,49.41
638,'429017614089978,'367201614350640,467928644,Ronald,Hunter,Male,3/29/1972,45,1,9847443022,PREPAID,Sagarmatha,Eastern,Solukhumbu ,27.7910 N,86.6611 E,Ronald.Hunter@gmail.com,12/30/2000,20160101,20160124,0,87,46.16,126,18.39,105,5.45,318,70
639,'429012063145249,'485791661741907,123404362,Christine,Simmons,Female,12/12/1980,37,1,9842694664,PREPAID,Rapti,Mid-Western,Pyuthan,28.1017 N,82.8533 E,Christine.Simmons@hotmail.com,6/7/2012,20160101,20160129,0,116,31.94,117,13.4,86,10.23,319,55.57
640,'429019062419184,'273544007885339,434261770,Jeffrey,Morris,Male,5/28/1985,32,1,9842765078,PREPAID,Janakpur,Central,Dholkha,27.7784 N,86.1752 E,Jeffrey.Morris@gmail.com,12/24/2004,20160101,20160121,0,88,36.36,119,20.38,71,6.69,278,63.43
641,'429015802072690,'742935502900837,929552071,Jose,Wells,Male,8/28/1944,73,1,9842821177,PREPAID,Sagarmatha,Eastern,Saptari,26.6173 N,86.7014 E,Jose.Wells@gmail.com,3/19/2005,20160101,20160112,0,63,33.05,110,21.67,115,7.21,288,61.93
642,'429015467922813,'682939379868515,402000977,Janet,Daniels,Female,6/1/1989,28,0,9849407264,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Janet.Daniels@gmail.com,7/18/2014,20160101,20160126,0,102,19.43,103,16.18,111,10.82,316,46.43
643,'429019551717842,'673608317378031,695884336,Jonathan,Shaw,Male,4/13/1987,30,1,9848152634,PREPAID,Janakpur,Central,Dhanusa,26.8350 N,86.0122 E,Jonathan.Shaw@gmail.com,5/7/2005,20160101,20160121,0,122,23.56,117,14.65,92,10.42,331,48.63
644,'429016741223704,'130362523307071,461804380,Carl,Garza,Male,10/18/1965,52,1,9849938135,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Carl.Garza@yahoo.com,10/20/2009,20160101,20160129,0,77,30.46,99,17.91,58,12.46,234,60.83
645,'429017090156094,'509113642247941,606608568,Shawn,Ferguson,Male,1/25/1997,20,0,9841340655,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Shawn.Ferguson@yahoo.com,10/8/2012,20160101,20160121,0,87,34.39,111,17.13,82,4.58,280,56.1
646,'429016749906271,'654750218755042,246272483,Irene,Austin,Female,5/8/1993,24,0,9843231749,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Irene.Austin@yahoo.com,12/14/2016,20160101,20160116,0,102,21.47,85,14.18,135,8.45,322,44.1
647,'429016582476360,'997297752860185,383941272,Martin,Tucker,Male,1/20/1981,36,1,9845950857,PREPAID,Mahakali,Far-Western,Kanchanpur,28.8372 N,80.3213 E,Martin.Tucker@gmail.com,4/11/2006,20160101,20160129,0,105,35.12,117,19.12,100,11.25,322,65.49
648,'429018511927630,'362411537256939,101578972,Stephen,Griffin,Male,9/10/1992,25,0,9844269474,PREPAID,Gandaki,Western,Gorkha,28.4764 N,84.6897 E,Stephen.Griffin@yahoo.com,9/25/2008,20160101,20160116,12,110,27.44,125,18.75,78,11.21,313,57.4
649,'429013122317692,'160963010385309,110997800,Jane,Dean,Female,7/3/1971,46,1,9843667021,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Jane.Dean@yahoo.com,1/8/2006,20160101,20160116,0,94,28.51,121,7.96,115,10.86,330,47.33
650,'429011495423967,'864340145762903,759994594,Brian,Sullivan,Male,1/27/1981,36,1,9849747438,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Brian.Sullivan@gmail.com,10/30/2012,20160101,20160125,0,99,33.75,60,22.76,75,15.97,234,72.48
651,'429016053676893,'315728535950919,312898508,Joyce,Webb,Female,5/15/1960,57,1,9848871905,PREPAID,Sagarmatha,Eastern,Okhaldhunga,27.3619 N,86.3782 E,Joyce.Webb@gmail.com,9/17/2009,20160101,20160123,9,119,46.14,102,16.18,118,12.81,339,75.13
652,'429016943651044,'316599079068864,439893235,Benjamin,Fuller,Male,4/27/1960,57,1,9846775569,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Benjamin.Fuller@yahoo.com,7/14/2000,20160101,20160127,0,96,32.86,123,22.45,115,5.79,334,61.1
653,'429012745730938,'218027808368242,714455266,Angela,Murphy,Female,1/7/1992,25,1,9842161352,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Angela.Murphy@gmail.com,9/5/2013,20160101,20160129,4,132,27.81,113,12.47,115,15.56,360,55.84
654,'429015659593239,'951555631181678,258945238,Heather,Ross,Female,9/9/1979,38,1,9848182841,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Heather.Ross@gmail.com,4/9/2015,20160101,20160127,8,68,44.18,122,20.83,121,6.05,311,71.06
655,'429013335400245,'124071052348389,899996839,Christine,Oliver,Female,8/16/1996,21,0,9843026470,PREPAID,Mahakali,Far-Western,Baitadi ,29.5013 N,80.5883 E,Christine.Oliver@gmail.com,9/21/2012,20160101,20160118,0,135,39.3,74,16.04,124,9.31,333,64.65
656,'429013523584743,'816310195247496,491661651,Martha,Gardner,Female,4/22/1980,37,1,9849302602,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Martha.Gardner@gmail.com,2/15/2008,20160101,20160120,0,107,23.58,113,21.84,74,10.57,294,55.99
657,'429018982285716,'634311830574063,985889278,Eugene,Peters,Male,12/13/1989,28,0,9849784946,PREPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Eugene.Peters@gmail.com,9/22/2004,20160101,20160113,0,91,23.26,61,17.07,67,6.02,219,46.35
